run_name,phase,method,p,seed,delay_mode,spy_selection_method,bribed_nodes,total_packets,correct_guesses,accuracy,score_adv,mean_t80,median_t80,score_honest,missing_observation_packets
phase5_p0.5_seed202_spies3_delay_maximum,5,advanced_timing,0.5,202,maximum,cluster_spread,3,200,70,0.35,0.11666666666666665,0.9907042169570923,0.7194185256958008,0.6560989535266626,0
phase5_p0.5_seed202_spies3_delay_none,5,first_spy,0.5,202,none,cluster_spread,3,200,36,0.18,0.06,1.033779466152191,0.5947225093841553,0.7932059272294361,0
phase5_p0.5_seed202_spies3_delay_none,5,advanced_timing,0.5,202,none,cluster_spread,3,200,65,0.325,0.10833333333333334,1.033779466152191,0.5947225093841553,0.6529439035120358,0
phase5_p0.5_seed202_spies3_delay_random,5,first_spy,0.5,202,random,cluster_spread,3,200,41,0.205,0.06833333333333333,0.8689300620555878,0.6515754461288452,0.9149182825132154,0
phase5_p0.5_seed202_spies3_delay_random,5,advanced_timing,0.5,202,random,cluster_spread,3,200,66,0.33,0.11,0.8689300620555878,0.6515754461288452,0.7710632066463574,0
phase5_p0.5_seed303_spies3_delay_half,5,first_spy,0.5,303,half,cluster_spread,3,200,37,0.185,0.06166666666666667,1.2241433537006379,0.96013343334198,0.6657716986627588,0
phase5_p0.5_seed303_spies3_delay_half,5,advanced_timing,0.5,303,half,cluster_spread,3,200,65,0.325,0.10833333333333334,1.2241433537006379,0.96013343334198,0.5514060080949229,0
phase5_p0.5_seed303_spies3_delay_maximum,5,first_spy,0.5,303,maximum,cluster_spread,3,200,45,0.225,0.075,1.1817345309257508,0.958625078201294,0.6558156504006685,0
phase5_p0.5_seed303_spies3_delay_maximum,5,advanced_timing,0.5,303,maximum,cluster_spread,3,200,68,0.34,0.11333333333333334,1.1817345309257508,0.958625078201294,0.5585010700186337,0
phase5_p0.5_seed303_spies3_delay_none,5,first_spy,0.5,303,none,cluster_spread,3,200,38,0.19,0.06333333333333334,1.0488124620914459,0.8583985567092896,0.7723020361378736,0
phase5_p0.5_seed303_spies3_delay_none,5,advanced_timing,0.5,303,none,cluster_spread,3,200,74,0.37,0.12333333333333334,1.0488124620914459,0.8583985567092896,0.6006793614405683,0
phase5_p0.5_seed303_spies3_delay_random,5,first_spy,0.5,303,random,cluster_spread,3,200,38,0.19,0.06333333333333334,1.1388260924816132,0.8909395933151245,0.7112587297986219,0
phase5_p0.5_seed303_spies3_delay_random,5,advanced_timing,0.5,303,random,cluster_spread,3,200,78,0.39,0.13,1.1388260924816132,0.8909395933151245,0.5356392903421721,0
phase5_p0.5_seed404_spies3_delay_half,5,first_spy,0.5,404,half,cluster_spread,3,200,49,0.245,0.08166666666666667,1.2020025753974914,0.7760274410247803,0.6281184545302062,0
phase5_p0.5_seed404_spies3_delay_half,5,advanced_timing,0.5,404,half,cluster_spread,3,200,59,0.295,0.09833333333333333,1.2020025753974914,0.7760274410247803,0.5865212058858217,0
phase5_p0.5_seed404_spies3_delay_maximum,5,first_spy,0.5,404,maximum,cluster_spread,3,200,55,0.275,0.09166666666666667,1.1703672111034393,0.8512630462646484,0.6194636974804338,0
phase5_p0.5_seed404_spies3_delay_maximum,5,advanced_timing,0.5,404,maximum,cluster_spread,3,200,82,0.41,0.13666666666666666,1.1703672111034393,0.8512630462646484,0.5041152848461462,0
phase5_p0.5_seed404_spies3_delay_none,5,first_spy,0.5,404,none,cluster_spread,3,200,48,0.24,0.08,0.9867599213123321,0.6919430494308472,0.7701974751763784,0
phase5_p0.5_seed404_spies3_delay_none,5,advanced_timing,0.5,404,none,cluster_spread,3,200,76,0.38,0.12666666666666668,0.9867599213123321,0.6919430494308472,0.6283189929070455,0
phase5_p0.5_seed404_spies3_delay_random,5,first_spy,0.5,404,random,cluster_spread,3,200,48,0.24,0.08,0.963447402715683,0.7648733854293823,0.7888339289283226,0
phase5_p0.5_seed404_spies3_delay_random,5,advanced_timing,0.5,404,random,cluster_spread,3,200,77,0.385,0.12833333333333333,0.963447402715683,0.7648733854293823,0.6383327188038399,0
phase5_p0.5_seed505_spies3_delay_half,5,first_spy,0.5,505,half,cluster_spread,3,200,48,0.24,0.08,1.5055985522270203,1.2667369842529297,0.5047826320474597,0
phase5_p0.5_seed505_spies3_delay_half,5,advanced_timing,0.5,505,half,cluster_spread,3,200,63,0.315,0.105,1.5055985522270203,1.2667369842529297,0.4549685565164604,0
phase5_p0.5_seed505_spies3_delay_maximum,5,first_spy,0.5,505,maximum,cluster_spread,3,200,53,0.265,0.08833333333333333,1.7304759478569032,1.3792259693145752,0.424738639627009,0
phase5_p0.5_seed505_spies3_delay_maximum,5,advanced_timing,0.5,505,maximum,cluster_spread,3,200,62,0.31,0.10333333333333333,1.7304759478569032,1.3792259693145752,0.3987342331192329,0
phase5_p0.5_seed505_spies3_delay_none,5,first_spy,0.5,505,none,cluster_spread,3,200,49,0.245,0.08166666666666667,1.318440055847168,1.1232991218566895,0.5726464367125681,0
phase5_p0.5_seed505_spies3_delay_none,5,advanced_timing,0.5,505,none,cluster_spread,3,200,62,0.31,0.10333333333333333,1.318440055847168,1.1232991218566895,0.5233457501081747,0
phase5_p0.5_seed505_spies3_delay_random,5,first_spy,0.5,505,random,cluster_spread,3,200,55,0.275,0.09166666666666667,1.5346791207790376,1.2619720697402954,0.4724114573422839,0
phase5_p0.5_seed505_spies3_delay_random,5,advanced_timing,0.5,505,random,cluster_spread,3,200,63,0.315,0.105,1.5346791207790376,1.2619720697402954,0.4463473769371924,0
phase5_p0.9_seed101_spies3_delay_half,5,first_spy,0.9,101,half,cluster_spread,3,200,39,0.195,0.065,2.4298457050323488,3.3866928815841675,0.3312967561408525,0
phase5_p0.9_seed101_spies3_delay_half,5,advanced_timing,0.9,101,half,cluster_spread,3,200,65,0.325,0.10833333333333334,2.4298457050323488,3.3866928815841675,0.2777954166398453,0
phase5_p0.9_seed101_spies3_delay_maximum,5,first_spy,0.9,101,maximum,cluster_spread,3,200,47,0.235,0.07833333333333332,2.458417674303055,3.3865625858306885,0.31117576480036996,0
phase5_p0.9_seed101_spies3_delay_maximum,5,advanced_timing,0.9,101,maximum,cluster_spread,3,200,79,0.395,0.13166666666666668,2.458417674303055,3.3865625858306885,0.24609325190094616,0
phase5_p0.9_seed101_spies3_delay_none,5,first_spy,0.9,101,none,cluster_spread,3,200,39,0.195,0.065,2.312110192775726,3.2946449518203735,0.3481667969438707,0
phase5_p0.9_seed101_spies3_delay_none,5,advanced_timing,0.9,101,none,cluster_spread,3,200,69,0.345,0.11499999999999999,2.312110192775726,3.2946449518203735,0.28329099627109977,0
phase5_p0.9_seed101_spies3_delay_random,5,first_spy,0.9,101,random,cluster_spread,3,200,44,0.22,0.07333333333333333,2.2837412798404695,2.6051865816116333,0.34154481809536974,0
phase5_p0.9_seed101_spies3_delay_random,5,advanced_timing,0.9,101,random,cluster_spread,3,200,68,0.34,0.11333333333333334,2.2837412798404695,2.6051865816116333,0.2889994614653128,0
phase5_p0.9_seed202_spies3_delay_half,5,first_spy,0.9,202,half,cluster_spread,3,200,46,0.23,0.07666666666666667,2.522738139629364,3.3814470767974854,0.3052239104424556,0
phase5_p0.9_seed202_spies3_delay_half,5,advanced_timing,0.9,202,half,cluster_spread,3,200,70,0.35,0.11666666666666665,2.522738139629364,3.3814470767974854,0.25765654777609887,0
phase5_p0.9_seed202_spies3_delay_maximum,5,first_spy,0.9,202,maximum,cluster_spread,3,200,39,0.195,0.065,2.4285148048400877,3.3831541538238525,0.33147831686906576,0
phase5_p0.9_seed202_spies3_delay_maximum,5,advanced_timing,0.9,202,maximum,cluster_spread,3,200,64,0.32,0.10666666666666667,2.4285148048400877,3.3831541538238525,0.2800065285353599,0
phase5_p0.9_seed202_spies3_delay_none,5,first_spy,0.9,202,none,cluster_spread,3,200,43,0.215,0.07166666666666667,2.3377738642692565,3.3351974487304688,0.335789535505555,0
phase5_p0.9_seed202_spies3_delay_none,5,advanced_timing,0.9,202,none,cluster_spread,3,200,62,0.31,0.10333333333333333,2.3377738642692565,3.3351974487304688,0.29515258534883176,0
phase5_p0.9_seed202_spies3_delay_random,5,first_spy,0.9,202,random,cluster_spread,3,200,38,0.19,0.06333333333333334,2.4141481626033783,3.3489521741867065,0.33552207463791667,0
phase5_p0.9_seed202_spies3_delay_random,5,advanced_timing,0.9,202,random,cluster_spread,3,200,60,0.3,0.09999999999999999,2.4141481626033783,3.3489521741867065,0.2899573484525205,0
phase5_p0.9_seed303_spies3_delay_half,5,first_spy,0.9,303,half,cluster_spread,3,200,55,0.275,0.09166666666666667,2.611395374536514,3.4709465503692627,0.27762934983703,0
phase5_p0.9_seed303_spies3_delay_half,5,advanced_timing,0.9,303,half,cluster_spread,3,200,64,0.32,0.10666666666666667,2.611395374536514,3.4709465503692627,0.2603971832954213,0
phase5_p0.9_seed303_spies3_delay_maximum,5,first_spy,0.9,303,maximum,cluster_spread,3,200,45,0.225,0.075,2.743244912624359,3.4918935298919678,0.2825121433501855,0
phase5_p0.9_seed303_spies3_delay_maximum,5,advanced_timing,0.9,303,maximum,cluster_spread,3,200,64,0.32,0.10666666666666667,2.743244912624359,3.4918935298919678,0.2478816225524208,0
phase5_p0.9_seed303_spies3_delay_none,5,first_spy,0.9,303,none,cluster_spread,3,200,47,0.235,0.07833333333333332,2.7469039595127107,3.4956103563308716,0.27849535741894227,0
phase5_p0.9_seed303_spies3_delay_none,5,advanced_timing,0.9,303,none,cluster_spread,3,200,73,0.365,0.12166666666666666,2.7469039595127107,3.4956103563308716,0.23116934896866448,0
phase5_p0.9_seed303_spies3_delay_random,5,first_spy,0.9,303,random,cluster_spread,3,200,44,0.22,0.07333333333333333,2.4523336136341096,3.3460899591445923,0.3180643920808634,0
phase5_p0.9_seed303_spies3_delay_random,5,advanced_timing,0.9,303,random,cluster_spread,3,200,69,0.345,0.11499999999999999,2.4523336136341096,3.3460899591445923,0.2670925343755968,0
phase5_p0.9_seed404_spies3_delay_half,5,first_spy,0.9,404,half,cluster_spread,3,200,63,0.315,0.105,2.66845046043396,3.443881869316101,0.25670328535482767,0
phase5_p0.9_seed404_spies3_delay_half,5,advanced_timing,0.9,404,half,cluster_spread,3,200,85,0.425,0.14166666666666666,2.66845046043396,3.443881869316101,0.21548085996938085,0
phase5_p0.9_seed404_spies3_delay_maximum,5,first_spy,0.9,404,maximum,cluster_spread,3,200,56,0.28,0.09333333333333334,2.6104178655147554,3.4400490522384644,0.27581791004101225,0
phase5_p0.9_seed404_spies3_delay_maximum,5,advanced_timing,0.9,404,maximum,cluster_spread,3,200,80,0.4,0.13333333333333333,2.6104178655147554,3.4400490522384644,0.2298482583675102,0
phase5_p0.9_seed404_spies3_delay_none,5,first_spy,0.9,404,none,cluster_spread,3,200,49,0.245,0.08166666666666667,2.644701316356659,3.40047550201416,0.2854764715132702,0
phase5_p0.9_seed404_spies3_delay_none,5,advanced_timing,0.9,404,none,cluster_spread,3,200,74,0.37,0.12333333333333334,2.644701316356659,3.40047550201416,0.2382121550375632,0
phase5_p0.9_seed404_spies3_delay_random,5,first_spy,0.9,404,random,cluster_spread,3,200,58,0.29,0.09666666666666666,2.5997316133975983,3.413017988204956,0.2731051145206864,0
phase5_p0.9_seed404_spies3_delay_random,5,advanced_timing,0.9,404,random,cluster_spread,3,200,85,0.425,0.14166666666666666,2.5997316133975983,3.413017988204956,0.22117667725266857,0
phase5_p0.9_seed505_spies3_delay_half,5,first_spy,0.9,505,half,cluster_spread,3,200,42,0.21,0.06999999999999999,3.176209981441498,3.962765336036682,0.2487241097458754,0
phase5_p0.9_seed505_spies3_delay_half,5,advanced_timing,0.9,505,half,cluster_spread,3,200,68,0.34,0.11333333333333334,3.176209981441498,3.962765336036682,0.2077948258636427,0
phase5_p0.9_seed505_spies3_delay_maximum,5,first_spy,0.9,505,maximum,cluster_spread,3,200,40,0.2,0.06666666666666667,3.244262661933899,4.089661598205566,0.2465891585742079,0
phase5_p0.9_seed505_spies3_delay_maximum,5,advanced_timing,0.9,505,maximum,cluster_spread,3,200,57,0.285,0.09499999999999999,3.244262661933899,4.089661598205566,0.22038906047569834,0
phase5_p0.9_seed505_spies3_delay_none,5,first_spy,0.9,505,none,cluster_spread,3,200,48,0.24,0.08,2.9178011882305146,3.8176850080490112,0.26047011121443064,0
phase5_p0.9_seed505_spies3_delay_none,5,advanced_timing,0.9,505,none,cluster_spread,3,200,77,0.385,0.12833333333333333,2.9178011882305146,3.8176850080490112,0.21077515578536163,0
phase5_p0.9_seed505_spies3_delay_random,5,first_spy,0.9,505,random,cluster_spread,3,200,41,0.205,0.06833333333333333,2.9862061095237733,3.9371755123138428,0.2662240886402791,0
phase5_p0.9_seed505_spies3_delay_random,5,advanced_timing,0.9,505,random,cluster_spread,3,200,49,0.245,0.08166666666666667,2.9862061095237733,3.9371755123138428,0.2528291659413971,0
